"tournament_1_3wayBattle.objectiveList69.title";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";"TimerObjective_1RoundSafety_AddForces_EnemyAlly_Secondary";;
"tournament_1_3wayBattle.objectiveList0.description";"ATTN ANDREW";"ATTN ANDREW";;
"tournament_1_3wayBattle.objectiveList1.description";"ATTN ANDREW (this is hostile to all)";"ATTN ANDREW (this is hostile to all)";;
"tournament_1_3wayBattle.objectiveList33.description";"ATTN ANDREW";"ATTN ANDREW";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent0.words";"MECHWARRIORS! You stand alone in the carcass of an abandoned city. This sepulchre of commerce is now reborn as a hunting ground and field of battle, all at the command of my master, PROFESSOR MENCIUS HORVAT!";"MECHWARRIORS! You stand alone in the carcass of an abandoned city. This sepulchre of commerce is now reborn as a hunting ground and field of battle, all at the command of my master, PROFESSOR MENCIUS HORVAT!";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent1.words";"You honor me, Gigante! I am pleased. To our guests, I bid you welcome! Ready yourselves to test your might in my TOURNAMENT OF CHAMPIONS!";"You honor me, Gigante! I am pleased. To our guests, I bid you welcome! Ready yourselves to test your might in my TOURNAMENT OF CHAMPIONS!";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent2.words";"Commander {COMMANDER.LastName}, today your lance will face off against four of the deadliest killers the Rimward Periphery has to offer. Two of these terrors stand before you now; the rest lurk in the shadows like predators on the hunt, waiting for an exposed flank or a bared throat. If you drop your guard, they'll eat you alive.";"Commander {COMMANDER.LastName}, today your lance will face off against four of the deadliest killers the Rimward Periphery has to offer. Two of these terrors stand before you now; the rest lurk in the shadows like predators on the hunt, waiting for an exposed flank or a bared throat. If you drop your guard, they'll eat you alive.";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent3.words";"They won't get the chance, Professor Horvat. I will butcher these amateurs before your ""lurking predators"" even show their faces. I am the Terror of Fronc! The <i>Scourge of Sacromonte</i>! I AM ""LIMPET"" SAITO!";"They won't get the chance, Professor Horvat. I will butcher these amateurs before your ""lurking predators"" even show their faces. I am the Terror of Fronc! The <i>Scourge of Sacromonte</i>! I AM ""LIMPET"" SAITO!";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent4.words";"And I'm his brother, Jake!";"And I'm his brother, Jake!";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent5.words";"Gods. This is like something out of a Brock Armstrong flick.";"Gods. This is like something out of a Brock Armstrong flick.";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent6.words";"I know! It's great!";"I know! It's great!";;
"tournament_1_3wayBattle.dialogueList0.dialogueContent7.words";"And so, the table is set. At one end, Commander {COMMANDER.LastName}'s battle-hardened mercenaries. At the other, a throng of deadly lone wolves, each bound to the other by their shared lust for victory! Let the air be filled with the bark of autocannon fire! Let the ground THUNDER with your approach! LET THE TOURNAMENT BEGIN!";"And so, the table is set. At one end, Commander {COMMANDER.LastName}'s battle-hardened mercenaries. At the other, a throng of deadly lone wolves, each bound to the other by their shared lust for victory! Let the air be filled with the bark of autocannon fire! Let the ground THUNDER with your approach! LET THE TOURNAMENT BEGIN!";;
"tournament_1_3wayBattle.dialogueList1.dialogueContent0.words";"Well done, Commander {COMMANDER.LastName}! Very well done indeed. You have taken this round and vanquished your foes.";"Well done, Commander {COMMANDER.LastName}! Very well done indeed. You have taken this round and vanquished your foes.";;
"tournament_1_3wayBattle.dialogueList1.dialogueContent1.words";"I haven't tapped out yet, Horvat! You'll never hear me yield!";"I haven't tapped out yet, Horvat! You'll never hear me yield!";;
"tournament_1_3wayBattle.dialogueList1.dialogueContent2.words";"You don't need to yield. You've lost. And you'll be spending the remainder of this tournament in a holding cell.";"You don't need to yield. You've lost. And you'll be spending the remainder of this tournament in a holding cell.";;
"tournament_1_3wayBattle.dialogueList1.dialogueContent3.words";"Thank you, Gigante. To this round's victors, I invite you to bask in your triumph, but prepare yourselves. Tomorrow, you face the ultimate challenge. Tomorrow, your true test begins!";"Thank you, Gigante. To this round's victors, I invite you to bask in your triumph, but prepare yourselves. Tomorrow, you face the ultimate challenge. Tomorrow, your true test begins!";;
"tournament_1_3wayBattle.dialogueList2.dialogueContent0.words";"A terrible shame, Commander. Your MechWarriors have been eliminated. Your time in this contest is over.";"A terrible shame, Commander. Your MechWarriors have been eliminated. Your time in this contest is over.";;
"tournament_1_3wayBattle.dialogueList3.dialogueContent0.words";"PLACEHOLDER. New contacts on sesnors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";"PLACEHOLDER. New contacts on sesnors, Commander. These units don't match {TEAM_TAR.FactionDef.ShortName} signatures. We've got a new player on the field.";;
"tournament_1_3wayBattle.dialogueList4.dialogueContent0.words";"PLACEHOLDER Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";"PLACEHOLDER Kilo 1-3 just got smoked! Suffering loses over here, Commander! We're still in the fight, but down one.";;
"tournament_1_3wayBattle.dialogueList4.dialogueContent1.words";"PLACEHOLDER Grace under fire folks. Lay it on 'em!";"PLACEHOLDER Grace under fire folks. Lay it on 'em!";;
"tournament_1_3wayBattle.dialogueList5.dialogueContent0.words";"PLACEHOLDER We lost Quebec Two Commander.";"PLACEHOLDER We lost Quebec Two Commander.";;
"tournament_1_3wayBattle.dialogueList5.dialogueContent1.words";"PLACEHODLER This is Quebec actual return fire and check your rear arc!";"PLACEHODLER This is Quebec actual return fire and check your rear arc!";;
"tournament_1_3wayBattle.dialogueList6.dialogueContent0.words";"PLACEHOLDER, The {TEAM_EMP.FactionDef.Demonym} has been destroyed.";"PLACEHOLDER, The {TEAM_EMP.FactionDef.Demonym} has been destroyed.";;
"tournament_1_3wayBattle.dialogueList7.dialogueContent0.words";"PLACEHOLDER our employer's ally forces are lost commander.";"PLACEHOLDER our employer's ally forces are lost commander.";;
"tournament_1_3wayBattle.dialogueList8.dialogueContent0.words";"Behold, Commander {COMMANDER.LastName}! The stalking predators reveal themselves!";"Behold, Commander {COMMANDER.LastName}! The stalking predators reveal themselves!";;
"tournament_1_3wayBattle.dialogueList8.dialogueContent1.words";"You've got that right, Professor. I'm Basilisk Jackson, and I'm the meanest MechJock on this or any other planet! I'm gonna put these fools in the ground!";"You've got that right, Professor. I'm Basilisk Jackson, and I'm the meanest MechJock on this or any other planet! I'm gonna put these fools in the ground!";;
"tournament_1_3wayBattle.dialogueList8.dialogueContent2.words";"[Unintelligible whispering.]";"[Unintelligible whispering.]";;
"tournament_1_3wayBattle.dialogueList8.dialogueContent3.words";"Wow. Don't know about you, but I'm quaking in my boots. Let's light 'em up!";"Wow. Don't know about you, but I'm quaking in my boots. Let's light 'em up!";;
"tournament_1_3wayBattle.dialogueList9.dialogueContent0.words";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys  are here too. Don't that beat it all. This is the secondary objective version.";"PLACEHOLDER, Hark {COMMANDER.Name} here are unexpected {TEAM_TAR_ALLY.FactionDef.Demonym} bad guys  are here too. Don't that beat it all. This is the secondary objective version.";;
"tournament_1_3wayBattle.dialogueList9.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_1_3wayBattle.dialogueList10.dialogueContent0.words";"PLACEHOLDER Primary targets destroyed Commander.";"PLACEHOLDER Primary targets destroyed Commander.";;
"tournament_1_3wayBattle.dialogueList10.dialogueContent1.words";"PLACEHOLDER I'm inbound to the LZ Commander.";"PLACEHOLDER I'm inbound to the LZ Commander.";;
"tournament_1_3wayBattle.dialogueList11.dialogueContent0.words";"Heads up, Commander. That Drop Pod must belong to the ""wild card"" contestant that Horvat warned us about.";"Heads up, Commander. That Drop Pod must belong to the ""wild card"" contestant that Horvat warned us about.";;
"tournament_1_3wayBattle.dialogueList11.dialogueContent1.words";"Very perceptive, Ms. Meyer! I caught this young lady snooping around the tournament grounds. She claims that I'm responsible for the death of her father.";"Very perceptive, Ms. Meyer! I caught this young lady snooping around the tournament grounds. She claims that I'm responsible for the death of her father.";;
"tournament_1_3wayBattle.dialogueList11.dialogueContent2.words";"You <i>are</i> responsible, you son of a bitch! And by my hand, he will be <i>avenged</i>!";"You <i>are</i> responsible, you son of a bitch! And by my hand, he will be <i>avenged</i>!";;
"tournament_1_3wayBattle.dialogueList11.dialogueContent3.words";"I admire your grit, Ms. Jones. But if you want a shot at me, you'll need to fight your way out of the arena first. Kill or be killed! Let the games continue!";"I admire your grit, Ms. Jones. But if you want a shot at me, you'll need to fight your way out of the arena first. Kill or be killed! Let the games continue!";;
"tournament_1_3wayBattle.dialogueList12.dialogueContent0.words";"PLACEHOLDER The Hostile to All {TEAM_HOST.FactionDef.Demonym} lance has arrived! This is the Secondary Version.";"PLACEHOLDER The Hostile to All {TEAM_HOST.FactionDef.Demonym} lance has arrived! This is the Secondary Version.";;
"tournament_1_3wayBattle.dialogueList12.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_1_3wayBattle.dialogueList13.dialogueContent0.words";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";;
"tournament_1_3wayBattle.dialogueList14.dialogueContent0.words";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";"PLACEHOLDER All our objectives are complete, cover our withdraw Commander.";;
"tournament_1_3wayBattle.dialogueList14.dialogueContent1.words";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";;
"tournament_1_3wayBattle.dialogueList15.dialogueContent0.words";"PLACEHOLDER Thanks for the assist, we're clear.";"PLACEHOLDER Thanks for the assist, we're clear.";;
"tournament_1_3wayBattle.dialogueList16.dialogueContent0.words";"PLACEHOLDER Thanks for the assist, we're clear.";"PLACEHOLDER Thanks for the assist, we're clear.";;
"tournament_1_3wayBattle.dialogueList17.dialogueContent0.words";"PLACEHOLDER, That's it Commander we did what we came here to do.";"PLACEHOLDER, That's it Commander we did what we came here to do.";;
"tournament_1_3wayBattle.dialogueList18.dialogueContent0.words";"PLACEHOLDER, That's it Commander we did what we came here to do.";"PLACEHOLDER, That's it Commander we did what we came here to do.";;
"tournament_1_3wayBattle.dialogueList18.dialogueContent1.words";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";"PLACEHOLDER We won't get paid for covering their evac if we leave before them, plan accodingly Commander.";;
"tournament_1_3wayBattle.dialogueList19.dialogueContent0.words";"PLACEHOLDER, we're clear of the AO, thanks Commander.";"PLACEHOLDER, we're clear of the AO, thanks Commander.";;
"tournament_1_3wayBattle.dialogueList20.dialogueContent0.words";"PLACEHOLDER, we're clear of the AO, thanks Commander.";"PLACEHOLDER, we're clear of the AO, thanks Commander.";;
"tournament_1_3wayBattle.dialogueList21.dialogueContent0.words";"PLACEHOLDER, holy cow what a suprise its a {TEAM_TAR_ALLY.FactionDef.Demonym} lance! A suprise indeed. This is the Primary Objective version.";"PLACEHOLDER, holy cow what a suprise its a {TEAM_TAR_ALLY.FactionDef.Demonym} lance! A suprise indeed. This is the Primary Objective version.";;
"tournament_1_3wayBattle.dialogueList21.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_1_3wayBattle.dialogueList22.dialogueContent0.words";"PLACEHOLDER, holy cow what a suprise its a {TEAM_TAR_ALLY.FactionDef.Demonym} lance! A suprise indeed. This is the Secondary Objective version.";"PLACEHOLDER, holy cow what a suprise its a {TEAM_TAR_ALLY.FactionDef.Demonym} lance! A suprise indeed. This is the Secondary Objective version.";;
"tournament_1_3wayBattle.dialogueList22.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_1_3wayBattle.dialogueList23.dialogueContent0.words";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Primary Objective Version.";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Primary Objective Version.";;
"tournament_1_3wayBattle.dialogueList23.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_1_3wayBattle.dialogueList24.dialogueContent0.words";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Secondary Objective Version.";"PLACEHOLDER Another {TEAM_EMP.FactionDef.Demonym} lance has dropped in Commander! This is the Secondary Objective Version.";;
"tournament_1_3wayBattle.dialogueList24.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_1_3wayBattle.dialogueList25.dialogueContent0.words";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Primary Objective Version.";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Primary Objective Version.";;
"tournament_1_3wayBattle.dialogueList25.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";"PLACEHOLDER Our Employer has kindly added taking this group to contract. If we want to get paid we need to take them out.";;
"tournament_1_3wayBattle.dialogueList26.dialogueContent0.words";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Secondary Objective Version.";"PLACEHOLDER More {TEAM_EMP.FactionDef.Demonym} forces on the field. This is the Secondary Objective Version.";;
"tournament_1_3wayBattle.dialogueList26.dialogueContent1.words";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";"PLACEHOLDER Our Employer has kindly added taking this group to contract as a bonus. If we want to make some extra C-bills we can take them out if we want.";;
"tournament_1_3wayBattle.dialogueList30.dialogueContent0.words";"Your attention please! We have a latecomer en route to join our Tournament. Consider her a wild card, if you will; when her Drop Pod hits the ground, I expect that she'll attempt to butcher the lot of you. I advise you to deny her the opportunity! Kill her before she kills you!";"Your attention please! We have a latecomer en route to join our Tournament. Consider her a wild card, if you will; when her Drop Pod hits the ground, I expect that she'll attempt to butcher the lot of you. I advise you to deny her the opportunity! Kill her before she kills you!";;
"tournament_1_3wayBattle.dialogueList31.dialogueContent0.words";"PLACHEHOLDER (Hostile to All Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Hostile to All Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList32.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList33.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList34.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Target Forces 2 Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Target Forces 2 Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList35.dialogueContent0.words";"PLACHEHOLDER (Additional Target Forces 2 Secondary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Target Forces 2 Secondary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList36.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Primary). In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Primary). In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList37.dialogueContent0.words";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Secondary) . In bound hostile Dropship detected, drop zone marked.";"PLACHEHOLDER (Additional Dropped Forces Enemy Ally Secondary) . In bound hostile Dropship detected, drop zone marked.";;
"tournament_1_3wayBattle.dialogueList38.dialogueContent0.words";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Primary version.";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Primary version.";;
"tournament_1_3wayBattle.dialogueList38.dialogueContent1.words";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";;
"tournament_1_3wayBattle.dialogueList38.dialogueContent2.words";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";;
"tournament_1_3wayBattle.dialogueList39.dialogueContent0.words";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Secondary version.";"PLACEHOLDER Commander, our {TEAM_EMP.FactionDef.Demonym} friends have deployed forces to assist in our operation here. This is the Secondary version.";;
"tournament_1_3wayBattle.dialogueList39.dialogueContent1.words";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";"PLACEHOLDER That's an affirmative, XO Olivera. We're on station and will provie support to achieve the primary objective. When it's destoryed we have orders to proceed to our Evac.";;
"tournament_1_3wayBattle.dialogueList39.dialogueContent2.words";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";"PLACEHOLDER. Understood Lance leader, glad to have you with us.";;
"tournament_1_3wayBattle.dialogueList40.dialogueContent0.words";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Primary version.";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Primary version.";;
"tournament_1_3wayBattle.dialogueList40.dialogueContent1.words";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";;
"tournament_1_3wayBattle.dialogueList40.dialogueContent2.words";"PLACEHOLDER. Copy that lance leader.";"PLACEHOLDER. Copy that lance leader.";;
"tournament_1_3wayBattle.dialogueList41.dialogueContent0.words";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Secondary version.";"PLACEHOLDER. Looks like we have some unexpeted support from {TEAM_EMP_ALLY.FactionDef.Demonym} forces. This is the Secondary version.";;
"tournament_1_3wayBattle.dialogueList41.dialogueContent1.words";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";"PLACEHOLDER. Glad we could make it to the party Commander. Our orders are to assist in the Primary Objective and once elimated head for Evac.";;
"tournament_1_3wayBattle.dialogueList41.dialogueContent2.words";"PLACEHOLDER. Copy that lance leader.";"PLACEHOLDER. Copy that lance leader.";;
"tournament_1_3wayBattle.dialogueList42.dialogueContent0.words";"Let the people of Fronc sleep easy! THE BROTHERS SAITO ARE DEAD!";"Let the people of Fronc sleep easy! THE BROTHERS SAITO ARE DEAD!";;
"tournament_1_3wayBattle.dialogueList43.dialogueContent0.words";"My master's would-be assassin has fallen, but still she lives! Her ejection pod has saved her… but <i>for how long</i>?";"My master's would-be assassin has fallen, but still she lives! Her ejection pod has saved her… but <i>for how long</i>?";;
"tournament_1_3wayBattle.dialogueList44.dialogueContent0.words";"Behold, Professor! Basilisk Jackson and his silent partner are down, their BattleMechs shattered, their bodies torn to bloody rags!";"Behold, Professor! Basilisk Jackson and his silent partner are down, their BattleMechs shattered, their bodies torn to bloody rags!";;
"tournament_1_3wayBattle.dialogueList44.dialogueContent1.words";"It's glorious, Gigante. A display fit for a king.";"It's glorious, Gigante. A display fit for a king.";;
"tournament_a1_3wayBattle.contractName";"Tournament of Champions II";"Tournament of Champions II";;
"tournament_a1_3wayBattle.shortDescription";"Welcome to the final round of my Tournament, Commander. Today, your two finest pilots will face off against the cream of the Frontier MechWarrior community. This will be a battle like no other, a clash between veritable <i>gods</i>. I wish your fighters luck, Commander—and I promise you, they will need it.";"Welcome to the final round of my Tournament, Commander. Today, your two finest pilots will face off against the cream of the Frontier MechWarrior community. This will be a battle like no other, a clash between veritable <i>gods</i>. I wish your fighters luck, Commander—and I promise you, they will need it.";;
"tournament_a1_3wayBattle.longDescription";"Horvat's going to stack the odds against us, just like Agent Jones said. If we're going to do this, our MechWarriors will have to be ready.";"Horvat's going to stack the odds against us, just like Agent Jones said. If we're going to do this, our MechWarriors will have to be ready.";;
"tournament_a1_3wayBattle.objectiveList0.title";"Defeat Tournament Finalists";"Defeat Tournament Finalists";;
"tournament_a1_3wayBattle.objectiveList1.title";"Defeat Professor Mencius Horvat";"Defeat Professor Mencius Horvat";;
"tournament_a1_3wayBattle.objectiveList2.title";"Objective_Empty_HiddenFlag_HostileToAllChunkActive";"Objective_Empty_HiddenFlag_HostileToAllChunkActive";;
"tournament_a1_3wayBattle.objectiveList3.title";"Hidden Hostile to All Drop Timer";"Hidden Hostile to All Drop Timer";;
"tournament_a1_3wayBattle.objectiveList4.title";"Hidden Hostile to ALL AI Timer";"Hidden Hostile to ALL AI Timer";;
"tournament_a1_3wayBattle.objectiveList5.title";"Destroy Opposing {TEAM_HOST.FactionDef.Demonym} Forces";"Destroy Opposing {TEAM_HOST.FactionDef.Demonym} Forces";;
"tournament_a1_3wayBattle.objectiveList6.title";"Objective_Empty_HostileToAll_Flag_Secondary";"Objective_Empty_HostileToAll_Flag_Secondary";;
"tournament_a1_3wayBattle.objectiveList7.title";"Hidden Hostile to All Drop Timer";"Hidden Hostile to All Drop Timer";;
"tournament_a1_3wayBattle.objectiveList8.title";"Hidden Hostile to ALL AI Timer";"Hidden Hostile to ALL AI Timer";;
"tournament_a1_3wayBattle.objectiveList9.title";"Destroy Additional Enemy Forces";"Destroy Additional Enemy Forces";;
"tournament_a1_3wayBattle.objectiveList10.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList11.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList12.title";"Empty Do Additonal Forces Primary Autocomplete Flag";"Empty Do Additonal Forces Primary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList13.title";"Destroy Additional Enemy Forces";"Destroy Additional Enemy Forces";;
"tournament_a1_3wayBattle.objectiveList14.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList15.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList16.title";"Empty Do Additonal Forces Secondary Autocomplete Flag";"Empty Do Additonal Forces Secondary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList17.title";"Destroy Additional Enemy Reinforcements";"Destroy Additional Enemy Reinforcements";;
"tournament_a1_3wayBattle.objectiveList18.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList19.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList20.title";"Empty Do Additonal Forces 2 Primary Autocomplete Flag";"Empty Do Additonal Forces 2 Primary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList21.title";"Destroy Additional Enemy Reinforcements";"Destroy Additional Enemy Reinforcements";;
"tournament_a1_3wayBattle.objectiveList22.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList23.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList24.title";"Empty Do Additonal Forces 2 Secondary Autocomplete Flag";"Empty Do Additonal Forces 2 Secondary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList25.title";"Destroy Additional Enemy Allied Reinforcements";"Destroy Additional Enemy Allied Reinforcements";;
"tournament_a1_3wayBattle.objectiveList26.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList27.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList28.title";"Empty Do Additonal Forces Primary Autocomplete Flag";"Empty Do Additonal Forces Primary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList29.title";"Destroy Additional Enemy Allied Reinforcements";"Destroy Additional Enemy Allied Reinforcements";;
"tournament_a1_3wayBattle.objectiveList30.title";"Hidden Target Primary Drop Timer";"Hidden Target Primary Drop Timer";;
"tournament_a1_3wayBattle.objectiveList31.title";"Hidden Target Primary AI Swap Timer";"Hidden Target Primary AI Swap Timer";;
"tournament_a1_3wayBattle.objectiveList32.title";"Empty Do Additonal Forces Secondary Autocomplete Flag";"Empty Do Additonal Forces Secondary Autocomplete Flag";;
"tournament_a1_3wayBattle.objectiveList33.title";"Destroy the Enemy Allied Forces";"Destroy the Enemy Allied Forces";;
"tournament_a1_3wayBattle.objectiveList34.title";"Objective_Empty_HasSeenEnemyAllyLance_Primary";"Objective_Empty_HasSeenEnemyAllyLance_Primary";;
"tournament_a1_3wayBattle.objectiveList35.title";"Destroy the Enemy Allied Forces";"Destroy the Enemy Allied Forces";;
"tournament_a1_3wayBattle.objectiveList36.title";"Objective_Empty_HasSeenEnemyAllyLance_Secondary";"Objective_Empty_HasSeenEnemyAllyLance_Secondary";;
"tournament_a1_3wayBattle.objectiveList37.title";"All of {COMPANY.CompanyName} Lance must survive";"All of {COMPANY.CompanyName} Lance must survive";;
"tournament_a1_3wayBattle.objectiveList38.title";"All of {COMPANY.CompanyName} Lance must survive";"All of {COMPANY.CompanyName} Lance must survive";;
"tournament_a1_3wayBattle.objectiveList39.title";"Unit one of {COMPANY.CompanyName} must survive";"Unit one of {COMPANY.CompanyName} must survive";;
"tournament_a1_3wayBattle.objectiveList40.title";"Unit one of {COMPANY.CompanyName} must survive";"Unit one of {COMPANY.CompanyName} must survive";;
"tournament_a1_3wayBattle.objectiveList41.title";"Get to the evac zone";"Get to the evac zone";;
"tournament_a1_3wayBattle.objectiveList42.title";"Objective_Empty_FirstContractFlag";"Objective_Empty_FirstContractFlag";;
"tournament_a1_3wayBattle.objectiveList43.title";"Hidden Open Player Evac Objective";"Hidden Open Player Evac Objective";;
"tournament_a1_3wayBattle.objectiveList44.title";"OFF";"OFF";;
"tournament_a1_3wayBattle.objectiveList45.title";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";"Ensure {TEAM_EMP.FactionDef.Demonym} Lance safely evacs.";;
